Wikidata ID,name,,,,name in hiragana,party short name,prefecuture code for sort key,,area 1(proportionally represented constituency),area 2(small electoral district),gender,birthday,age(calculated),,image,,Facebook profile ID,official Facebook page,LINE,YouTube channel ID,,official site,e-mail,official blog,described at URL,place of birth,biography,,occupation,position held,father,spouse,memorandom,Wikidata ID（参考情報）,Wikipedia URL（参考情報）,,,,,,,
Q16295188,中泉松司,,中泉,松司,なかいずみ まつじ,自民,,,,秋田,男性,1979-05-07,38,,,mat_nakaizumi,https://www.facebook.com/matsuji.nakaizumi,https://www.facebook.com/nakaizumi.matsuji/,,,,https://www.nakaizumimatsuji.com/,,,,秋田県,,,,,,,,,,,,,,https://twitter.com/Mat_Nakaizumi,https://www.facebook.com/nakaizumi.matsuji,
Q937682,中曽根弘文,,中曽根,弘文,なかそね ひろふみ,自民,,,,群馬,男性,1945-11-28,71,,,-,-,https://www.facebook.com/hirofumi.nakasone.f/,,,,http://hiro-nakasone.com/,,,,高崎市,,,,,,,,,,,,,,,https://www.facebook.com/hirofumi.nakasone.f/,http://www.hiro-nakasone.com/
Q11367021,中西健治,,中西,健治,なかにし けんじ,自民,,,,神奈川,男性,1964-01-04,53,,,Kenji_Nakanishi,-,https://www.facebook.com/Nakanishi.Kenji.giin/,,,,http://www.nakanishikenji.jp/,,,,,,,,,,,,,,,,,,https://twitter.com/kenji_nakanishi,https://www.facebook.com/Nakanishi.Kenji.giin/,http://www.nakanishikenji.jp/
Q27150399,中西哲,,中西,哲,なかにし さとし,自民,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://nakanishi-satoshi.hatenablog.com/
Q11367073,中西祐介,,中西,祐介,なかにし ゆうすけ,自民,,,,徳島・高知,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/yusuke.nakanishi.146,http://yusuke-nakanishi.jp
Q49955,中野正志,,中野,正志,なかの まさし,自民,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/masashi_nakano,http://www.facebook.com/ZhongYemasashiShiWuSuo,
Q11652175,長峯誠,,長峯,誠,ながみね まこと,自民,,,,宮崎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11659534,難波奨二,,難波,奨二,なんば しょうじ,民進,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/namba.shoji,http://s-namba.jp/
Q7426414,二之湯智,,二之湯,智,にのゆ さとし,自民,,,,京都,男性,1944-09-13,73,,,,,,,,,,,,,左京区,,,,,,,,,,,,,,https://twitter.com/ninoyu_satoshi,https://www.facebook.com/ninoyu.satoshi2016/,http://www.ninoyusatoshi.com
Q17212597,二之湯武史,,二之湯,武史,にのゆ たけし,自民,,,,滋賀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/ninoyutakeshi,https://www.facebook.com/ninoyutakeshi,
Q7554691,仁比聡平,,仁比,聡平,にひ そうへい,共産,,,比例,,男性,1963-10-16,54,,,nihi_souhei,,,,,,http://jcp-nihi.web.infoseek.co.jp/,,,,戸畑区,,,,,,,,,,,,,,https://twitter.com/nihi_souhei,http://www.facebook.com/souhei.nihi,
Q17209891,新妻秀規,,新妻,秀規,にいづま ひでき,公明,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/niizuma_hideki,http://www.facebook.com/niizuma.hideki.try,
Q6739963,西田実仁,,西田,実仁,にしだ まこと,公明,,,,埼玉,男性,1962-08-27,55,,,m_nishida,,,,,,http://www.nishida-makoto.jp/,,,,西東京市,,,,,,,,,,,,,,https://twitter.com/m_nishida,https://www.facebook.com/makoto.nishida.page/,http://www.nishida-makoto.jp/
Q11644968,野上浩太郎,,野上,浩太郎,のがみ こうたろう,自民,,,,富山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/nogamikotaro.net,http://www.kotaro.net
Q11645955,野田国義,,野田,国義,のだ くによし,民進,,,,福岡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pages/野田くによし/315580615230106,
Q7706917,野村哲郎,,野村,哲郎,のむら てつろう,自民,,,,鹿児島,男性,1943-11-20,73,,,,,,,,,http://www.nomura-best.jp/,,,,,,,,,,,,,,,,,,,https://www.facebook.com/nomura.best2/,http://www.nomura-best.jp
Q11610264,羽生田俊,,羽生田,俊,はにゅうだ たかし,自民,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/hanyuda_takashi,http://www.facebook.com/takashihanyudaofficial,
Q11667886,馬場成志,,馬場,成志,ばば せいし,自民,,,,熊本,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.facebook.com/seishi.baba,
Q465083,白眞勲,,白,眞勲,はく しんくん,民進,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q263703,橋本聖子,石崎聖子,橋本,聖子,はしもと せいこ,自民,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/hashimoto_seiko,https://www.facebook.com/SeikoHashimoto1005,
Q360249,鉢呂吉雄,,鉢呂,吉雄,はちろ よしお,民進,,,,北海道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/hachiroyoshio,http://www.tsukuru.org/
Q26044181,浜口誠,,浜口,誠,はまぐち まこと,民進,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/hamaguchimakoto.jp,http://www.hamaguchimakoto.com/
Q6782783,浜田昌良,,浜田,昌良,はまだ まさよし,公明,,,比例,,男性,1957-02-28,60,,,HamadaMasayoshi,,,,,,,,,,天王寺区,,,,,,,,,,,,,,https://twitter.com/hamadamasayoshi,https://www.facebook.com/masayoshi.hamada.komei,http://hamada-m.com
Q17220553,浜野喜史,,浜野,喜史,はまの よしふみ,民進,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17226328,平木大作,,平木,大作,ひらき だいさく,公明,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/Hiraki_Daisaku,http://www.facebook.com/Hiraki.Daisaku,
Q982562,平野達男,,平野,達男,ひらの たつお,自民,,,,岩手,男性,1954-05-02,63,,,,,,,,,http://www.tatuo.jp/,,,,北上市,,,,,,,,,,,,,,https://twitter.com/hiranotatsuo1,https://www.facebook.com/pages/%E5%B9%B3%E9%87%8E-%E3%81%9F%E3%81%A4%E3%81%8A/179411478891401,
Q11482488,平山佐知子,,平山,佐知子,ひらやま さちこ,民進,,,,静岡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/hirayamasachiko,https://www.facebook.com/hirayamasachiko,http://hirayamasachiko.com
Q7677127,福岡資麿,,福岡,資麿,ふくおか たかまろ,自民,,,,佐賀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/takamaro.fukuoka/,https://www.takamaro.jp
Q264290,福島みずほ,福島瑞穂,福島,みずほ,ふくしま みずほ,希望,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q507405,福山哲郎,,福山,哲郎,ふくやま てつろう,民進,,,,京都,男性,1962-01-19,55,,,fuku_tetsu,,,,,,,,,,東京都,,,,,,,,,,,,,,https://twitter.com/fuku_tetsu,https://www.facebook.com/fukuyamatetsuro/,http://www.fukuyama.gr.jp/diary/
Q11622732,藤井基之,,藤井,基之,ふじい もとゆき,自民,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/fujii_motoyuki,https://ja-jp.facebook.com/fujii.jimusyo,http://mfujii.gr.jp/
Q11624019,藤川政人,,藤川,政人,ふじかわ まさひと,自民,,,,愛知,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/FujikawaSangiin,https://www.facebook.com/fujikawa.masahito.office,//fujikawa-masahito.com/
Q27150379,藤木眞也,,藤木,眞也,ふじき しんや,自民,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11624101,藤末健三,,藤末,健三,ふじすえ けんぞう,無所属,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/fujisue,https://ja-jp.facebook.com/kenzofujisue,http://www.fujisue.net/
Q359620,藤田幸久,,藤田,幸久,ふじた ゆきひさ,民進,,,,茨城,男性,1950-04-19,67,,,yfujitaDPJ,,,,,,,,,,日立市,,,,,,,,,,,,,,https://twitter.com/yfujitaDPJ,http://www.facebook.com/FujitaYukihisa.smileIBARAKI,
Q11624044,藤巻健史,,藤巻,健史,ふじまき たけし,維新,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/fujimaki_takesi,http://www.facebook.com/profile.php?id=100006043151932,
Q17219667,堀井巌,,堀井,巌,ほりい いわお,自民,,,,奈良,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/iwaonarajp,http://www.facebook.com/i.horii.nara,
Q11583092,真山勇一,,真山,勇一,まやま ゆういち,民進,,,,神奈川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/mayamamia,https://www.facebook.com/yuichi.mayama.9,http://mayamayuichi.jp/
Q17220804,舞立昇治,,舞立,昇治,まいたち しょうじ,自民,,,,鳥取,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/shouji.maitachi,
Q7677224,牧野たかお,牧野京夫,牧野,たかお,まきの たかお,自民,,,,静岡,男性,1959-01-01,58,,,makinotakao,,,,,,http://makino-net.com/,,,,,,,,,,,,,,,,,,,,
Q2405954,増子輝彦,,増子,輝彦,ましこ てるひこ,民進,,,,福島,男性,1947-10-08,70,,,Mashiko_sangiin,,,,,,,,,,郡山市,,,,,,,,,,,,,,,https://www.facebook.com/mashikoteruhiko,http://teruhiko-mashiko.com
Q7446732,又市征治,,又市,征治,またいち せいじ,希望,,,比例,,男性,1944-07-18,73,,,,,,,,,,,,,富山市,,,,,,,,,,,,,,,http://www.facebook.com/mataichis,
Q26044243,松川るい,新居るい,松川,るい,まつかわ るい,自民,,,,大阪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/Matsukawa_Rui,http://www.facebook.com/Matsukawa-rui/,http://matsukawa-rui.jp
Q1725744,松沢成文,,松沢,成文,まつざわ しげふみ,無ク,,,,神奈川,男性,1958-04-02,59,,,,,,,,,http://www.matsuzawa.com/,,,,多摩区,,,,,,,,,,,,,,https://twitter.com/matsuzawaoffice,https://www.facebook.com/matsuzawacom,
Q7497735,松下新平,,松下,新平,まつした しんぺい,自民,,,,宮崎,男性,1966-08-18,51,,,,,,,,,http://www.shinnpei.com/,,,,,,,,,,,,,,,,,,,,
Q8056019,松村祥史,,松村,祥史,まつむら よしふみ,自民,,,,熊本,男性,1964-04-22,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yoshifumi.net/
Q1737580,丸山和也,,丸山,和也,まるやま かずや,自民,,,比例,,男性,1946-01-23,71,,,,,,,,,,,,,兵庫県,,,,,,,,,,,,,,https://twitter.com/maruyamakun,https://www.facebook.com/kazuya.maruyama.92,
Q26045561,三浦信祐,,三浦,信祐,みうら のぶひろ,公明,,,,神奈川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/miura_nobuhiro,https://www.facebook.com/miura.nob,https://miura-nobuhiro.com/
Q17211506,三木亨,,三木,亨,みき とおる,自民,,,,徳島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3545132,三原じゅん子,中根順子,三原,じゅん子,みはら じゅんこ,自民,,,,神奈川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/miharajunco,https://www.facebook.com/junco.mihara,https://www.miharajunco.org
Q17230468,三宅伸吾,,三宅,伸吾,みやけ しんご,自民,,,,香川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/miyakeshingo,http://facebook.com/miyakeshingo,
Q28682170,宮崎勝,,宮崎,勝,みやざき まさる,公明,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q26043989,宮沢由佳,,宮沢,由佳,みやざわ ゆか,民進,,,,山梨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/chibikkorijicho,https://www.facebook.com/yuka.miyazawa.10,http://yuka-net.com/
Q1313628,宮沢洋一,,宮沢,洋一,みやざわ よういち,自民,,,,広島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.miyazawa-yoichi.com
Q26045730,宮島喜文,,宮島,喜文,みやじま よしふみ,自民,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://y-miyajima.com/
Q17215910,宮本周司,,宮本,周司,みやもと しゅうじ,自民,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/shujimymt,http://www.facebook.com/miyamoto.shuji.1971,
Q6444659,室井邦彦,,室井,邦彦,むろい くにひこ,維新,,,比例,,男性,1947-04-10,70,,,muroi9215,,,,,,http://www.muroikunihiko.gr.jp/,,,,京都市,,,,,,,,,,,,,,https://twitter.com/muroi9215,http://www.facebook.com/pages/むろい邦彦/127337010784451,
Q17232915,元榮太一郎,,元榮,太一郎,もとえ たいちろう,自民,,,,千葉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1755981,森まさこ,三好雅子,森,まさこ,もり まさこ,自民,,,,福島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17220450,森本真治,,森本,真治,もりもと しんじ,民進,,,,広島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/Morimoto_Shinji,https://www.facebook.com/shinji.morimoto.355,
Q11539458,森屋宏,,森屋,宏,もりや ひろし,自民,,,,山梨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/hiroshi.moriya.1804,
Q17221388,矢倉克夫,,矢倉,克夫,やくら かつお,公明,,,,埼玉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/Yakura_Katsuo,https://www.facebook.com/yakura.katsuo,
Q26044131,矢田わか子,矢田稚子,矢田,わか子,やた わかこ,民進,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17221291,薬師寺みちよ,齋藤道代,薬師寺,みちよ,やくしじ みちよ,無ク,,,,愛知,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1134738,柳田稔,,柳田,稔,やなぎだ みのる,民進,,,,広島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yarukida.com
Q7678552,柳本卓治,,柳本,卓治,やなぎもと たくじ,自民,,,,大阪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/YanagimotoOsaka,https://www.facebook.com/yanagimoto.osaka,
Q11466703,山口和之,,山口,和之,やまぐち かずゆき,無所属,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/teamkazuyuki,http://www.facebook.com/teamkazuyuki,
Q2225687,山崎正昭,,山崎,正昭,やまざき まさあき,自民,,,,福井,男性,1942-05-24,75,,,,,,,,,http://www.m-yamazaki.com/,,,,西谷村 (福井県),,,,,,,,,,,,,,,,http://www.m-yamazaki.com/
Q17223414,山下雄平,,山下,雄平,やました ゆうへい,自民,,,,佐賀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/yuheyyamashita,
Q8056133,山下芳生,,山下,芳生,やました よしき,共産,,,比例,,男性,1960-02-27,57,,,jcpyamashita,,,,,,http://www.yamashita-yoshiki.jp/,,,,善通寺市,,,,,,,,,,,,,,https://twitter.com/jcpyamashita,https://ja-jp.facebook.com/yamashita.yoshiki.jcp,
Q26044103,山添拓,,山添,拓,やまぞえ たく,共産,,,,東京,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/pioneertaku84,https://www.facebook.com/山添-拓-475006202668512/,http://www.yamazoetaku.com/blog
Q11470188,山田修路,,山田,修路,やまだ しゅうじ,自民,,,,石川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.facebook.com/syujiyamadasyuji,
Q1620290,山田宏,,山田,宏,やまだ ひろし,自民,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/yamazogaikuzo,https://www.facebook.com/yamadahiroshi.page,https://www.yamadahiroshi.com/blog/
Q534539,山谷えり子,小川惠里子,山谷,えり子,やまたに えりこ,自民,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/yamatanieriko,https://www.facebook.com/yamatanieriko,http://www.yamatani-eriko.com
Q1655599,山本一太,,山本,一太,やまもと いちた,自民,,,,群馬,男性,1958-01-24,59,,,ichita_y,,,,,,,,,,草津町,,,,,,,,,,,,,,https://twitter.com/ichita_y,https://www.facebook.com/profile.php?id=100005054563015,
Q6360206,山本香苗,池田香苗,山本,香苗,やまもと かなえ,公明,,,比例,,女性,1971-01-01,46,,,,,,,,,http://www.yamamoto-kanae.com/,,,,,,,,,,,,,,,,,,https://twitter.com/Yamamotokanae,https://www.facebook.com/yamamotokanae2001,
Q6314438,山本順三,,山本,順三,やまもと じゅんぞう,自民,,,,愛媛,男性,1954-01-01,63,,,,,,,,,http://www.j-yamamoto.net/,,,,今治市,,,,,,,,,,,,,,,https://www.facebook.com/Yamamotojunzo/,http://www.j-yamamoto.net/
Q11542504,横山信一,,横山,信一,よこやま しんいち,公明,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/gagomeyokoyama,https://www.facebook.com/gagome.yokoyama/,http://www.gagome-yokoyama.jp/
Q17230660,吉川ゆうみ,吉川有美,吉川,ゆうみ,よしかわ ゆうみ,自民,,,,三重,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11616441,若松謙維,,若松,謙維,わかまつ かねしげ,公明,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/ken_wakamatsu,https://www.facebook.com/kaneshige.wakamatsu,
Q11562408,渡辺猛之,,渡辺,猛之,わたなべ たけゆき,自民,,,,岐阜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/takeyuki0418/,http://www.watanabetakeyuki.jp/index.html
Q17217683,渡辺美知太郎,,渡辺,美知太郎,わたなべ みちたろう,自民,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.facebook.com/watanabemichitaro,
Q361715,渡辺喜美,,渡辺,喜美,わたなべ よしみ,無所属,,,比例,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/YWatanabeOffice,https://www.facebook.com/watanabe.yoshimi.office/,http://ameblo.jp/nusu443
